,Latitude,Longitude,SiteCode,SiteName,servCode,servURL,geometry,Huc_Codes
10,39.21682,-83.91485,EPA_Lake_Harsha_Data:EFG,East Fork River at Morgan Rd and Hwy 68,EPA_Lake_Harsha_Data,https://hisprod.rtnccad.epa.gov/prod/CUAHSI_1_1.asmx?WSDL,POINT (-83.91485 39.21682),050902021006
11,39.12375,-84.00763,EPA_Lake_Harsha_Data:HWR,Howard Run Stream at Burdsall Rd. crossing,EPA_Lake_Harsha_Data,https://hisprod.rtnccad.epa.gov/prod/CUAHSI_1_1.asmx?WSDL,POINT (-84.00763000000001 39.12375),050902021101
12,39.05239,-84.05038,EPA_Lake_Harsha_Data:ELI,"East Fork River at 276 bridge crossing in Williamsburg, OH.; main inflow to East Fork Lake E. FK. L. MIAMI R. AT WILLIAMSBURG at MAIN ST.",EPA_Lake_Harsha_Data,https://hisprod.rtnccad.epa.gov/prod/CUAHSI_1_1.asmx?WSDL,POINT (-84.05038 39.05239),050902021102
13,39.07778,-84.16917,EPA_Lake_Harsha_Data:CEC,"Cemetery Creek, Union Cemetery, Batavia",EPA_Lake_Harsha_Data,https://hisprod.rtnccad.epa.gov/prod/CUAHSI_1_1.asmx?WSDL,POINT (-84.16916999999999 39.07778),050902021204
14,39.0369,-84.13869,EPA_Lake_Harsha_Data:EFL,East Fork Lake at Bob McEwen Drinking Water Treatment Plant Intake Tower,EPA_Lake_Harsha_Data,https://hisprod.rtnccad.epa.gov/prod/CUAHSI_1_1.asmx?WSDL,POINT (-84.13869 39.0369),050902021203
15,39.12203,-84.19855,EPA_Lake_Harsha_Data:STC,Stonelick Creek STONELICK CREEK NEAR BATAVIA at U.S. RT. 50,EPA_Lake_Harsha_Data,https://hisprod.rtnccad.epa.gov/prod/CUAHSI_1_1.asmx?WSDL,POINT (-84.19855 39.12203),050902021204
16,39.1454,-84.25209,EPA_Lake_Harsha_Data:EFK,"East Fork River at Experimental Stream Facility Intake E. FK. L. MIAMI R. SE OF MILFORD, ADJ W TECHNE CENTER DRIVE",EPA_Lake_Harsha_Data,https://hisprod.rtnccad.epa.gov/prod/CUAHSI_1_1.asmx?WSDL,POINT (-84.25209 39.1454),050902021305
17,39.18756,-83.93666999999999,EPA_Lake_Harsha_Data:EFY,"East Fork River in Fayetteville, OH. Access via lift station parking area off of Bank St. and US Route 50",EPA_Lake_Harsha_Data,https://hisprod.rtnccad.epa.gov/prod/CUAHSI_1_1.asmx?WSDL,POINT (-83.93666999999999 39.18756),050902021006
18,39.13785,-84.00289000000001,EPA_Lake_Harsha_Data:EFM,"East Fork River in Marathon, OH. Access via 286 and Burdsall Rd./Co Hwy 121 E. FK. L. MIAMI R. NEAR MARATHON at ST. RT. 286",EPA_Lake_Harsha_Data,https://hisprod.rtnccad.epa.gov/prod/CUAHSI_1_1.asmx?WSDL,POINT (-84.00289000000001 39.13785),050902021101
19,39.11834,-84.21632,EPA_Lake_Harsha_Data:SHR,Shaylor Run SHAYLER RUN SE OF PERINTOWN at BALDWIN RD.,EPA_Lake_Harsha_Data,https://hisprod.rtnccad.epa.gov/prod/CUAHSI_1_1.asmx?WSDL,POINT (-84.21632 39.11834),050902021305
20,39.05502,-84.16739,EPA_Lake_Harsha_Data:FMR,Fourmile Run at Elk Lick Rd. crossing FOURMILE RUN NEAR BATAVIA at ELK LICK RD.,EPA_Lake_Harsha_Data,https://hisprod.rtnccad.epa.gov/prod/CUAHSI_1_1.asmx?WSDL,POINT (-84.16739 39.05502),050902021203
21,39.11801,-84.25963,EPA_Lake_Harsha_Data:USR,Upper Salt Run,EPA_Lake_Harsha_Data,https://hisprod.rtnccad.epa.gov/prod/CUAHSI_1_1.asmx?WSDL,POINT (-84.25963 39.11801),050902021305
22,39.081140000000005,-84.23188,EPA_Lake_Harsha_Data:SHC,Shayler Crossing Headwater,EPA_Lake_Harsha_Data,https://hisprod.rtnccad.epa.gov/prod/CUAHSI_1_1.asmx?WSDL,POINT (-84.23188 39.08114),050902021305
23,39.08526,-84.29503000000001,EPA_Lake_Harsha_Data:UHL,Upper Hall Run Headwater,EPA_Lake_Harsha_Data,https://hisprod.rtnccad.epa.gov/prod/CUAHSI_1_1.asmx?WSDL,POINT (-84.29503000000001 39.08526),050902021305
24,39.06615,-84.07395,EPA_Lake_Harsha_Data:KRT,"Headwater Tribuitary to Kain Run off of St Route 271, East of St Route 32 overpass",EPA_Lake_Harsha_Data,https://hisprod.rtnccad.epa.gov/prod/CUAHSI_1_1.asmx?WSDL,POINT (-84.07395 39.06615),050902021103
25,39.12775,-84.13644000000001,EPA_Lake_Harsha_Data:OWT,Owensville Tributary,EPA_Lake_Harsha_Data,https://hisprod.rtnccad.epa.gov/prod/CUAHSI_1_1.asmx?WSDL,POINT (-84.13644000000001 39.12775),050902021304
26,39.02636,-84.14759000000001,EPA_Lake_Harsha_Data:DAM,"East Fork River at spillway of East Fork Lake Dam, main outflow from East Fork Lake",EPA_Lake_Harsha_Data,https://hisprod.rtnccad.epa.gov/prod/CUAHSI_1_1.asmx?WSDL,POINT (-84.14759000000001 39.02636),050902021203
27,39.12321,-84.2463,EPA_Lake_Harsha_Data:AVR,"Avey's Run, StreamSiteB, Cincinnati Nature Center",EPA_Lake_Harsha_Data,https://hisprod.rtnccad.epa.gov/prod/CUAHSI_1_1.asmx?WSDL,POINT (-84.24630000000001 39.12321),050902021305
28,39.3125,-118.0625,NLDAS_FORA:X55-Y114,X55-Y114 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-118.0625 39.3125),160600011206
29,39.1875,-114.9375,NLDAS_FORA:X80-Y113,X80-Y113 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-114.9375 39.1875),160600081203
30,39.0625,-98.1875,NLDAS_FORA:X214-Y112,X214-Y112 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-98.1875 39.0625),102600100303
31,49.0625,-88.5625,NLDAS_FORA:X291-Y192,X291-Y192 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-88.5625 49.0625),
32,49.0625,-92.9375,NLDAS_FORA:X256-Y192,X256-Y192 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-92.9375 49.0625),
33,39.0625,-84.8125,NLDAS_FORA:X321-Y112,X321-Y112 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-84.8125 39.0625),050902030801
34,39.0625,-119.5625,NLDAS_FORA:X43-Y112,X43-Y112 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-119.5625 39.0625),160502010502
35,39.1875,-79.9375,NLDAS_FORA:X360-Y113,X360-Y113 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-79.9375 39.1875),050200010703
36,39.0625,-98.3125,NLDAS_FORA:X213-Y112,X213-Y112 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-98.3125 39.0625),102600100204
37,49.0625,-98.4375,NLDAS_FORA:X212-Y192,X212-Y192 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-98.4375 49.0625),
38,39.0625,-81.6875,NLDAS_FORA:X346-Y112,X346-Y112 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-81.6875 39.0625),050302020403
39,49.0625,-93.4375,NLDAS_FORA:X252-Y192,X252-Y192 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-93.4375 49.0625),
40,39.1875,-83.0625,NLDAS_FORA:X335-Y113,X335-Y113 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-83.0625 39.1875),050600021102
41,39.1875,-85.9375,NLDAS_FORA:X312-Y113,X312-Y113 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-85.9375 39.1875),051202050606
42,39.0625,-116.8125,NLDAS_FORA:X65-Y112,X65-Y112 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-116.8125 39.0625),160600050405
43,49.0625,-100.8125,NLDAS_FORA:X193-Y192,X193-Y192 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-100.8125 49.0625),
44,39.3125,-117.8125,NLDAS_FORA:X57-Y114,X57-Y114 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-117.8125 39.3125),160600011202
45,39.1875,-122.6875,NLDAS_FORA:X18-Y113,X18-Y113 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-122.6875 39.1875),180201160402
46,39.1875,-93.4375,NLDAS_FORA:X252-Y113,X252-Y113 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-93.4375 39.1875),103001040403
47,39.1875,-77.9375,NLDAS_FORA:X376-Y113,X376-Y113 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-77.9375 39.1875),020700070202
48,39.1875,-116.6875,NLDAS_FORA:X66-Y113,X66-Y113 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-116.6875 39.1875),160600050408
49,39.1875,-93.3125,NLDAS_FORA:X253-Y113,X253-Y113 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-93.3125 39.1875),103001040405
50,49.0625,-106.9375,NLDAS_FORA:X144-Y192,X144-Y192 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-106.9375 49.0625),
51,39.0625,-93.1875,NLDAS_FORA:X254-Y112,X254-Y112 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-93.1875 39.0625),103001040410
52,39.3125,-120.5625,NLDAS_FORA:X35-Y114,X35-Y114 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-120.5625 39.3125),180201250602
53,49.0625,-96.0625,NLDAS_FORA:X231-Y192,X231-Y192 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-96.0625 49.0625),
54,39.1875,-87.4375,NLDAS_FORA:X300-Y113,X300-Y113 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-87.4375 39.1875),051201111201
55,39.0625,-107.9375,NLDAS_FORA:X136-Y112,X136-Y112 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-107.9375 39.0625),140100051304
56,39.0625,-112.1875,NLDAS_FORA:X102-Y112,X102-Y112 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-112.1875 39.0625),160300051406
57,49.0625,-90.8125,NLDAS_FORA:X273-Y192,X273-Y192 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-90.8125 49.0625),
58,39.1875,-107.5625,NLDAS_FORA:X139-Y113,X139-Y113 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-107.5625 39.1875),140100051102
59,39.1875,-75.1875,NLDAS_FORA:X398-Y113,X398-Y113 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-75.1875 39.1875),020402040000
60,39.1875,-90.5625,NLDAS_FORA:X275-Y113,X275-Y113 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-90.5625 39.1875),071300120604
61,39.1875,-109.4375,NLDAS_FORA:X124-Y113,X124-Y113 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-109.4375 39.1875),140300010401
62,49.0625,-88.6875,NLDAS_FORA:X290-Y192,X290-Y192 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-88.6875 49.0625),
63,39.3125,-115.1875,NLDAS_FORA:X78-Y114,X78-Y114 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-115.1875 39.3125),160600070206
64,39.0625,-119.9375,NLDAS_FORA:X40-Y112,X40-Y112 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-119.9375 39.0625),160501010202
65,49.0625,-92.0625,NLDAS_FORA:X263-Y192,X263-Y192 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-92.0625 49.0625),
66,39.1875,-82.6875,NLDAS_FORA:X338-Y113,X338-Y113 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-82.6875 39.1875),050600020701
67,39.0625,-94.4375,NLDAS_FORA:X244-Y112,X244-Y112 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-94.4375 39.0625),103001010305
68,49.0625,-87.9375,NLDAS_FORA:X296-Y192,X296-Y192 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-87.9375 49.0625),
69,39.0625,-117.0625,NLDAS_FORA:X63-Y112,X63-Y112 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-117.0625 39.0625),160600040800
70,39.0625,-76.6875,NLDAS_FORA:X386-Y112,X386-Y112 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-76.6875 39.0625),020600060203
71,39.1875,-102.3125,NLDAS_FORA:X181-Y113,X181-Y113 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-102.3125 39.1875),102500120102
72,39.1875,-82.1875,NLDAS_FORA:X342-Y113,X342-Y113 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-82.1875 39.1875),050302020701
73,39.0625,-114.8125,NLDAS_FORA:X81-Y112,X81-Y112 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-114.8125 39.0625),160600081002
74,49.0625,-94.5625,NLDAS_FORA:X243-Y192,X243-Y192 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-94.5625 49.0625),
75,39.1875,-122.9375,NLDAS_FORA:X16-Y113,X16-Y113 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-122.9375 39.1875),180201160104
76,39.0625,-80.6875,NLDAS_FORA:X354-Y112,X354-Y112 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-80.6875 39.0625),050302030201
77,39.1875,-100.1875,NLDAS_FORA:X198-Y113,X198-Y113 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-100.1875 39.1875),102600090204
78,39.1875,-72.6875,NLDAS_FORA:X418-Y113,X418-Y113 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-72.6875 39.1875),
79,39.1875,-120.6875,NLDAS_FORA:X34-Y113,X34-Y113 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-120.6875 39.1875),180201280106
80,39.1875,-105.5625,NLDAS_FORA:X155-Y113,X155-Y113 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-105.5625 39.1875),101900010504
81,39.0625,-102.4375,NLDAS_FORA:X180-Y112,X180-Y112 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-102.4375 39.0625),102600020105
82,49.0625,-90.0625,NLDAS_FORA:X279-Y192,X279-Y192 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-90.0625 49.0625),
83,39.1875,-95.9375,NLDAS_FORA:X232-Y113,X232-Y113 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-95.9375 39.1875),102701020604
84,49.0625,-90.4375,NLDAS_FORA:X276-Y192,X276-Y192 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-90.4375 49.0625),
85,39.1875,-85.6875,NLDAS_FORA:X314-Y113,X314-Y113 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-85.6875 39.1875),051202060307
86,39.1875,-112.9375,NLDAS_FORA:X96-Y113,X96-Y113 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-112.9375 39.1875),160300051604
87,39.3125,-112.5625,NLDAS_FORA:X99-Y114,X99-Y114 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-112.5625 39.3125),160300051508
88,39.0625,-77.0625,NLDAS_FORA:X383-Y112,X383-Y112 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-77.0625 39.0625),020700100102
89,39.1875,-104.5625,NLDAS_FORA:X163-Y113,X163-Y113 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-104.5625 39.1875),101900100101
90,39.1875,-86.1875,NLDAS_FORA:X310-Y113,X310-Y113 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-86.1875 39.1875),051202080603
91,39.0625,-112.5625,NLDAS_FORA:X99-Y112,X99-Y112 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-112.5625 39.0625),160300080404
92,49.0625,-100.6875,NLDAS_FORA:X194-Y192,X194-Y192 of North American Land Data Assimilation System (NLDAS) NASA,NLDAS_FORA,https://hydro1.gesdisc.eosdis.nasa.gov/daac-bin/his/1.0/NLDAS_FORA_002.cgi?WSDL,POINT (-100.6875 49.0625),
